report_id,event_date,split,state,naics,naics4,trade,narrative,employer_redacted,hospitalised,amputations,loss_of_eye,severity,inspected,event_code,event_title,cause_group,fall_band_osha,nature_code,nature,body_part_code,body_part,source_code,source,secondary_source_code,secondary_source
2021098185,2021-09-22,train,New York,238120,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",The injured employee was standing on a precast plank. A weld was cut from the plank causing it and the injured employee to fall about 10 feet to the ground. The employee was hospitalized with a fractured hip.,0,1,0,0,Hospitalised,0,4332,Other fall to lower level 6 to 10 feet,Fall to lower level,6-10 ft,111,Fractures,341,Hip(s),659,"Structural elements, n.e.c.",660,"Floors, walkways, ground surfaces, unspecified"
2021098198,2021-09-23,train,Colorado,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee was cleaning up a jobsite and lifted a concrete manhole cover when the cover crushed three of the employee's fingers resulting in amputation.,0,1,1,0,Amputation,0,60,"Contact with objects and equipment, unspecified",Unknown (not usable),,1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",4912,Manhole and cistern covers,,
2021098207,2021-09-23,train,Georgia,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was preparing to transfer electrical cable from one spool to another. As he was guiding the cable, it pulled his right hand into the spool. He suffered a fingertip amputation.",0,0,1,0,Amputation,0,6412,Caught in running equipment or machinery during regular operation,Caught in or crushed,,1311,Amputations,4422,Fingertip(s),30,"Machinery, unspecified",,
2021098215,2021-09-23,train,Florida,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was about to begin working on top of a four-story apartment building. As he grabbed his lanyard to tie off, he slipped on wet plywood and fell from the building to the ground. He suffered a broken left hand and a strained right hand.",0,1,0,0,Hospitalised,1,4337,Other fall to lower level more than 30 feet,Fall to lower level,Over 30 ft,111,Fractures,440,"Hand(s), unspecified",60,"Structures and surfaces, unspecified",9520,"Liquids, unspecified"
2021098218,2021-09-23,train,New York,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","As an employee was climbing down a ladder from the second roof level to the first roof level. The base of the ladder slipped, causing the employee to fall to the first-level roof. The employee sustained fractured vertebrae in their back.",0,1,0,0,Hospitalised,0,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,320,"Back, including spine, spinal cord, unspecified",7420,"Movable ladders, unspecified",6540,"Roofs, unspecified"
2021098231,2021-09-23,train,Florida,236117,2361,Residential building,"An employee was working on an extension ladder when he slipped and fell 7 feet to the ground, resulting in a broken right ankle.",0,1,0,0,Hospitalised,0,4332,Other fall to lower level 6 to 10 feet,Fall to lower level,6-10 ft,111,Fractures,52,Ankle(s),7421,Extension ladders,660,"Floors, walkways, ground surfaces, unspecified"
2021098236,2021-09-24,train,Alabama,237990,2379,Other heavy and civil,"An employee was drilling out an anchor bolt when debris struck his eye, resulting in an eye injury and hospitalization.",0,1,0,0,Hospitalised,0,6241,"Struck by dislodged flying object, particle",Struck by or against object,,1972,"Soreness, pain, hurt-nonspecified injury",132,Eye(s),940,"Scrap, waste, debris, unspecified",7210,"Boring handtools-powered, unspecified"
2021098260,2021-09-24,train,Texas,237120,2371,Utility systems,"An employee was adjusting a strap on a pipe that was being lifted by a hook when the strap broke and the pipe fell on the employee's steel toe boot, resulting in amputation of three toes.",0,1,1,0,Amputation,0,6230,"Struck by falling object or equipment, unspecified",Struck by or against object,,1311,Amputations,532,"Toes(s), toenail(s)",4120,"Pipes, ducts, tubing, unspecified",4225,Strapping
2021098261,2021-09-24,train,Colorado,236220,2362,Non-residential building,"An employee was removing a pin from an excavator arm. The arm shifted laterally when the pin was released, causing the pin ram to swing and strike the employee's cheek and jaw. The employee suffered broken cheek and jaw bones.",0,1,0,0,Hospitalised,0,6213,Struck by swinging part of powered vehicle,Struck by or against object,,111,Fractures,138,Multiple face locations,3210,"Excavating machinery, unspecified",,
2021098270,2021-09-24,train,Texas,237110,2371,Utility systems,"An employee was working on a backhoe. A boom struck the employee, causing an injury to the employee's left collarbone. The employee was hospitalized.",0,1,0,0,Hospitalised,0,620,"Struck by object or equipment, unspecified",Struck by or against object,,1972,"Soreness, pain, hurt-nonspecified injury",41,"Shoulder(s), including clavicle(s), scapula(e)",3211,"Backhoes, trackhoes",,
2021098271,2021-09-24,train,Arkansas,237120,2371,Utility systems,"Two employees were standing about 10 feet apart as one of them prepared to use a handheld grinder to cut a metal pipe. When the employee turned on power to the grinder, a piece of the cutting wheel flew off and struck the other employee, injuring that employee's face and eye.",0,1,0,0,Hospitalised,0,6241,"Struck by dislodged flying object, particle",Struck by or against object,,1972,"Soreness, pain, hurt-nonspecified injury",138,Multiple face locations,9413,"Metal chips, particles",7242,Hand grinders-powered
2021098280,2021-09-25,train,Georgia,237310,2373,"Highway, street and bridge",An employee had just stepped down from the roller he was operating to look at the back of it. His right foot was run over by a roller. His little toe was medically amputated.,0,0,1,0,Amputation,0,240,"Pedestrian vehicular incident, unspecified",Vehicle or mobile equipment,,1311,Amputations,532,"Toes(s), toenail(s)",3253,"Rollers, compactors-construction",,
2021098282,2021-09-25,train,Montana,238120,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee was standing on the driver-side front tire of a semi truck washing the windshield. He slipped off the tire and fell. He landed on the gravel road and his head hit the step of the truck. He suffered a broken lower-back vertebra and a head laceration that required stitches.,0,1,0,0,Hospitalised,0,4331,Other fall to lower level less than 6 feet,Fall to lower level,Under 6 ft,111,Fractures,322,Lumbar region,8421,"Semi, tractor-trailer, tanker truck",6653,"Street, road, driveway-unpaved"
2021098289,2021-09-25,train,Guam,237120,2371,Utility systems,"An employee was cleaning excess material off the back end of a dump truck when the truck's tailgate closed. The employee's right middle and ring fingertips got pinched between the tailgate and dump bed, resulting in amputations.",0,1,1,0,Amputation,0,6213,Struck by swinging part of powered vehicle,Struck by or against object,,1311,Amputations,4422,Fingertip(s),8423,Dump truck,,
2021098293,2021-09-25,train,Florida,236118,2361,Residential building,"A temporary employee was unloading a concrete bucket full of dirt when his hand got stuck on a lever that crushed his left thumb, resulting in a laceration to the first phalange.",0,1,0,0,Hospitalised,0,640,"Caught in or compressed by equipment or objects, unspecified",Caught in or crushed,,132,"Cuts, lacerations",4420,"Finger(s), fingernail(s), unspecified",30,"Machinery, unspecified",,
2021098303,2021-09-26,train,Georgia,237310,2373,"Highway, street and bridge",Two employees were preparing to unclog a jacketed hot oil line on an asphalt concrete unit. They were using a propane torch to heat up the asphalt when the asphalt concrete unit exploded. The employees suffered burns to their arms and upper torsos.,0,2,0,0,Hospitalised,1,329,"Explosion, n.e.c.","Fire, explosion or burn",,1520,"Heat (thermal) burns, unspecified",899,"Multiple body parts, n.e.c.",3250,"Road grading and surfacing machinery, unspecified",,
2021098318,2021-09-27,train,Florida,237990,2379,Other heavy and civil,An employee was installing a safety device for a hydraulic cylinder. The cylinder moved and caught his fingers/hand resulting in a fingertip amputation.,0,0,1,0,Amputation,1,640,"Caught in or compressed by equipment or objects, unspecified",Caught in or crushed,,1311,Amputations,4422,Fingertip(s),9999,Nonclassifiable,,
2021098323,2021-09-27,train,Massachusetts,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was climbing a fixed ladder when they fell off the ladder and sustained broken bones, a laceration, and contusions.",0,1,0,0,Hospitalised,0,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,9999,Nonclassifiable,741,Ladders-fixed,9999,Nonclassifiable
2021098343,2021-09-27,train,Florida,236210,2362,Non-residential building,"On September 27, 2021, an employee was using a measuring tape and string to measure the alignment for the storm piping being installed inside a 4-foot trench. Afterwards, the employee stood on a drain manhole with a plywood cover on its opening. The plywood broke and the employee fell about 4 feet into the manhole, resulting in a bruised shoulder that required hospitalization.",0,1,0,0,Hospitalised,0,4321,Fall through surface or existing opening less than 6 feet,Fall to lower level,Under 6 ft,143,"Bruises, contusions",41,"Shoulder(s), including clavicle(s), scapula(e)",4152,"Plywood, wood paneling; particle, chip, flake board",6122,"Sewers, manholes, storm drains"
2021098346,2021-09-27,train,Texas,238120,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",The injured employee was waiting for rigged up material to be taken away by the crane. A second employee lifted rebars with a forklift. Some rebars were under an H-type steel beam weighing 2500 lbs. and when lifted they tipped the steel beam over on to another beam next to it in a domino effect motion. The beam struck the injured employee and fractured both lower legs.,0,1,0,0,Hospitalised,1,6239,"Struck by falling object or equipment, n.e.c.",Struck by or against object,,111,Fractures,513,Lower leg(s),4133,Beams-unattached metal,8621,"Forklift, order picker, platform truck-powered"
2021099401,2021-09-27,train,Florida,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","On September 27, 2021, an employee was cleaning a concrete pump at the wash out area. As he sat at the edge of the hopper, the auger inside the hopper engaged and his right leg was amputated below the knee.",0,0,1,0,Amputation,1,6411,"Caught in running equipment or machinery during maintenance, cleaning",Caught in or crushed,,1311,Amputations,513,Lower leg(s),3797,Pumps,,
2021098357,2021-09-28,train,Missouri,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",The injured employee was near a co-worker who was adding shims to a panel when a concrete wall brace above him came loose and landed on the employee's side. The employee sustained multiple fractures.,0,1,0,0,Hospitalised,1,6239,"Struck by falling object or equipment, n.e.c.",Struck by or against object,,111,Fractures,9999,Nonclassifiable,659,"Structural elements, n.e.c.",,
2021098359,2021-09-28,train,Nebraska,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee had climbed a foundation wall to access a basement in order to remove pins and wedges. The employee jumped off the wall and landed in an over-dig area, fell back, and hit his head on the wall. The employee sustained head trauma.",0,1,0,0,Hospitalised,0,4420,"Other jump to lower level, unspecified",Fall to lower level,,160,"Intracranial injuries, unspecified",111,Brain,6562,Walls,6639,"Ground, n.e.c."
